"","V1","V2"
"225",11.7653747,46.5564387
"226",11.7649911,46.5565906
"227",11.7646868,46.5566582
"228",11.7644572,46.5566837
"229",11.7642881,46.5566861
"230",11.7640418,46.5567094
"231",11.7638664,46.5567007
"232",11.7636808,46.5566286
"233",11.7635449,46.5565301
"234",11.7634528,46.5563471
"235",11.7634242,46.5561723
"236",11.7634195,46.5559672
"237",11.7633083,46.55574
"238",11.7631117,46.555486
"239",11.7630413,46.5553485
"240",11.7629755,46.5550299
"241",11.7630088,46.5546707
"242",11.7629831,46.5544706
"243",11.7628657,46.5540051
"244",11.7628261,46.5538159
"245",11.762886,46.5536239
"246",11.7629723,46.5535253
"247",11.7630649,46.5534436
"248",11.7631558,46.5533863
"249",11.7632192,46.5533136
"250",11.763204,46.5532717
"251",11.7630322,46.5577832
"252",11.7627675,46.5578349
"253",11.7625832,46.5579185
"254",11.8609802,46.5032979
"255",11.8620287,46.5036792
"256",11.8629865,46.5038685
"257",11.8639149,46.5040535
"258",11.8608816,46.5058035
"259",11.8610315,46.5056984
"260",11.8612739,46.5051972
"261",11.8614522,46.5050105
"262",11.861807,46.5048864
"263",11.8621341,46.504782
"264",11.8625607,46.5046192
"265",11.863291,46.5043012
"266",11.8639149,46.5040535
"267",11.8646505,46.5033821
"268",11.8652794,46.5028895
"269",11.86562,46.5025676
"270",11.8660056,46.5022836
"271",11.866438,46.5018071
"272",11.866714,46.5014715
"273",11.8670316,46.5008393
"274",11.8676582,46.5002957
"275",11.8681254,46.499907
"276",11.8684565,46.4995928
"277",11.8686023,46.4993032
"278",11.868671,46.4989368
"279",11.8689547,46.4986476
"280",11.8692662,46.498526
"281",11.8699278,46.4983098
"282",11.8712381,46.4978224
"283",11.8719114,46.497539
"284",11.8720938,46.4975028
"285",11.8723125,46.4972547
"286",11.8723632,46.4971833
"287",11.8723837,46.4971192
"288",11.8718674,46.4971483
"289",11.8928157,46.5392667
"290",11.8916003,46.5394222
"291",11.8896231,46.5396563
"292",11.8896458,46.5397976
"293",11.8896043,46.5398816
"294",11.8734846,46.5465607
"295",11.8731787,46.5466645
"296",11.8731787,46.5466645
"297",11.8727014,46.5467474
"298",11.8725581,46.5468362
"299",11.8723693,46.5470453
"300",11.8722979,46.5472901
"301",11.8723194,46.5473375
"302",11.8724011,46.5473483
"303",11.872477,46.5473335
"304",11.8727385,46.5472168
"305",11.8762308,46.5459134
"306",11.8758631,46.5460377
"307",11.8756289,46.5460746
"308",11.8756289,46.5460746
"309",11.8749418,46.5461408
"310",11.8742711,46.546293
"311",11.874124,46.5463431
"312",11.8275423,46.5482334
"313",11.827553,46.5483188
"314",11.8271221,46.5486214
"315",11.8269623,46.5487315
"316",11.8274468,46.5488967
"317",11.8279584,46.5487928
"318",11.8304074,46.5483784
"319",11.8336494,46.5477755
"320",11.8348962,46.5472739
"321",11.8363245,46.54646
"322",11.8371947,46.5462236
"323",11.8389446,46.5463954
"324",11.8407318,46.5468145
"325",11.8423028,46.5474976
"326",11.842631,46.5476403
"327",11.8431941,46.5478155
"328",11.8436834,46.5479041
"329",11.8441888,46.54797
"330",11.8465179,46.5478839
"331",11.8468468,46.5480516
"332",11.8472614,46.548306
"333",11.8484158,46.5490098
"334",11.8488575,46.5493622
"335",11.8492655,46.5495443
"336",11.8500042,46.5497496
"337",11.8512901,46.5498435
"338",11.8304074,46.5483784
"339",11.83146,46.5483829
"340",11.8339363,46.548233
"341",11.836036,46.5482202
"342",11.83662,46.5481262
"343",11.8372384,46.5479012
"344",11.8383298,46.5475858
"345",11.8389861,46.5473939
"346",11.8394554,46.5473335
"347",11.8403007,46.5473205
"348",11.8409638,46.5473783
"349",11.842631,46.5476403
"350",11.8890353,46.5398065
"351",11.8891366,46.5397449
"352",11.8888406,46.5396483
"353",11.889409,46.53877
"354",11.8896035,46.5382379
"355",11.8896804,46.5379572
"356",11.7576246,46.52546
"357",11.7581886,46.525427
"358",11.7582329,46.5252935
"359",11.7636642,46.5264259
"360",11.76349,46.5262664
"361",11.762745,46.5258354
"362",11.8157071,46.4881282
"363",11.8155266,46.4880372
"364",11.8155839,46.4878873
"365",11.8167538,46.4876382
"366",11.8192049,46.4872823
"367",11.8210896,46.4869661
"368",11.8225266,46.4865522
"369",11.8234947,46.4864622
"370",11.8242156,46.4864342
"371",11.8246752,46.4865488
"372",11.8248488,46.4866137
"373",11.8250851,46.4867468
"374",11.8251301,46.4867578
"375",11.8252044,46.4867666
"376",11.8252636,46.4867571
"377",11.825289,46.4867419
"378",11.8252893,46.4867177
"379",11.8252763,46.4866847
"380",11.8251045,46.4866125
"381",11.8707549,46.5279489
"382",11.8724119,46.5295256
"383",11.8734083,46.5307041
"384",11.8743096,46.53135
"385",11.8742386,46.5318682
"386",11.8754194,46.5318357
"387",11.8765631,46.5321331
"388",11.8778505,46.532225
"389",11.8786846,46.532566
"390",11.8798306,46.5323764
"391",11.8816045,46.5331474
"392",11.883356,46.533854
"393",11.8833605,46.5340995
"394",11.883384,46.5353702
"395",11.8855988,46.535584
"396",11.8869617,46.5360688
"397",11.8871702,46.5360461
"398",11.8789421,46.5446006
"399",11.8794107,46.5445277
"400",11.8797568,46.5447131
"401",11.8789421,46.5446006
"402",11.8785285,46.544643
"403",11.8771862,46.5452371
"404",11.876939,46.545289
"405",11.8766772,46.545328
"406",11.8766851,46.5452758
"407",11.8232057,46.4848638
"408",11.8237735,46.4850919
"409",11.8242832,46.4852497
"410",11.8247862,46.4853387
"411",11.8252034,46.4853726
"412",11.8283058,46.4854108
"413",11.8294213,46.4854183
"414",11.8306157,46.4853279
"415",11.8318618,46.4852441
"416",11.8335228,46.4850108
"417",11.8352158,46.4848357
"418",11.8357551,46.4848366
"419",11.8362857,46.4849042
"420",11.8372415,46.4851873
"421",11.837763,46.4853593
"422",11.8382441,46.4856083
"423",11.8392667,46.4863321
"424",11.8397886,46.4867281
"425",11.8405844,46.4868875
"426",11.840881,46.4869553
"427",11.8411751,46.487057
"428",11.8415054,46.4872419
"429",11.8418355,46.4874916
"430",11.8421584,46.487714
"431",11.8424811,46.487861
"432",11.8434587,46.4882145
"433",11.8436319,46.4882872
"434",11.8439022,46.4882639
"435",11.8441136,46.488215
"436",11.8442863,46.4881691
"437",11.8446804,46.4880106
"438",11.8443723,46.4880259
"439",11.7482706,46.5288541
"440",11.7475667,46.5292384
"441",11.7471122,46.5294993
"442",11.746846,46.5299853
"443",11.7467966,46.5320628
"444",11.746502,46.532715
"445",11.7459,46.5331867
"446",11.7453697,46.5330867
"447",11.7583477,46.5510848
"448",11.7588383,46.5511277
"449",11.760578,46.5512797
"450",11.7611525,46.5514804
"451",11.7615492,46.5515323
"452",11.7619507,46.5516968
"453",11.7620952,46.551727
"454",11.7622451,46.5517583
"455",11.7623363,46.5517716
"456",11.7477624,46.5284211
"457",11.7477358,46.5285092
"458",11.7477824,46.5286371
"459",11.7478299,46.5287691
"460",11.7480141,46.5288681
"461",11.7482706,46.5288541
"462",11.7485554,46.5287731
"463",11.7524907,46.5281254
"464",11.7555905,46.5275917
"465",11.7567779,46.5266295
"466",11.7576483,46.5261439
"467",11.7580482,46.5259208
"468",11.758672,46.5259747
"469",11.759061,46.5260112
"470",11.7591907,46.5260728
"471",11.7592929,46.5261213
"472",11.7592884,46.5262152
"473",11.7592811,46.5263667
"474",11.7592776,46.5264397
"475",11.7590998,46.5264725
"476",11.7588103,46.526508
"477",11.7688748,46.5226663
"478",11.768979,46.5227964
"479",11.768865,46.5228863
"480",11.7627951,46.5256711
"481",11.7627268,46.5257765
"482",11.762745,46.5258354
"483",11.7728886,46.5260672
"484",11.7730158,46.5263836
"485",11.7731181,46.5267942
"486",11.7727264,46.5271079
"487",11.772377,46.5273425
"488",11.7719885,46.5277324
"489",11.7718947,46.5279385
"490",11.7596294,46.5499685
"491",11.7595592,46.5501682
"492",11.7594964,46.5503345
"493",11.7599241,46.5506382
"494",11.7601451,46.5508575
"495",11.760578,46.5512797
"496",11.8242156,46.4864342
"497",11.8246811,46.4863629
"498",11.8250953,46.486277
"499",11.8259495,46.4862502
"500",11.8266093,46.4861219
"501",11.8279367,46.4856008
"502",11.8283058,46.4854108
"503",11.7670876,46.5563833
"504",11.7666155,46.5567217
"505",11.7660658,46.5570824
"506",11.7655594,46.5573347
"507",11.7650197,46.5575716
"508",11.7647317,46.557698
"509",11.7638804,46.5578053
"510",11.76336,46.5577216
"511",11.7630322,46.5577832
"512",11.7628493,46.5577131
"513",11.7622292,46.5577116
"514",11.7675357,46.556256
"515",11.7672155,46.5562146
"516",11.7669413,46.556157
"517",11.7635063,46.5257143
"518",11.7636967,46.5252368
"519",11.7640983,46.5248116
"520",11.7644674,46.5244759
"521",11.7650102,46.5242447
"522",11.7659872,46.5238195
"523",11.7664323,46.5234912
"524",11.7670402,46.5231033
"525",11.7676915,46.5227453
"526",11.7682234,46.5225439
"527",11.7688062,46.5226115
"528",11.7611447,46.5257103
"529",11.7601744,46.525489
"530",11.7591227,46.5252612
"531",11.7581886,46.525427
"532",11.7582329,46.5252935
"533",11.7648546,46.5322808
"534",11.7655741,46.5323277
"535",11.7658995,46.5323383
"536",11.766379,46.5323608
"537",11.7669067,46.5324249
"538",11.7674813,46.5325489
"539",11.7678681,46.5326438
"540",11.7682622,46.5327525
"541",11.768886,46.5328978
"542",11.7693179,46.5329733
"543",11.7523802,46.5025336
"544",11.752348,46.5029871
"545",11.7525259,46.5033527
"546",11.7527588,46.5036574
"547",11.7532901,46.5039337
"548",11.8725409,46.519774
"549",11.8716641,46.5195744
"550",11.8684565,46.4995928
"551",11.8689058,46.4993272
"552",11.8693675,46.499106
"553",11.8704004,46.4987213
"554",11.8713076,46.4982929
"555",11.8717756,46.4978965
"556",11.8720938,46.4975028
"557",11.8707549,46.5279489
"558",11.8726877,46.5289021
"559",11.8749469,46.5301066
"560",11.8743623,46.5309735
"561",11.8743096,46.53135
"562",11.8742386,46.5318682
"563",11.8740139,46.5321584
"564",11.8731831,46.533831
"565",11.8735497,46.5343704
"566",11.8739247,46.5342863
"567",11.8745974,46.534238
"568",11.874803,46.5346791
"569",11.8750513,46.5352166
"570",11.8750244,46.5358657
"571",11.8746697,46.5361628
"572",11.8739303,46.5367772
"573",11.8737755,46.5367641
"574",11.873606,46.5366783
"575",11.8725867,46.5358892
"576",11.8716878,46.5354867
"577",11.8707481,46.5354052
"578",11.8705287,46.5356191
"579",11.8703403,46.5361978
"580",11.8705398,46.5370075
"581",11.8045741,46.4773217
"582",11.8046848,46.4773026
"583",11.8047057,46.477299
"584",11.8048035,46.4773934
"585",11.8048238,46.4775388
"586",11.8047954,46.4777261
"587",11.8045972,46.4781557
"588",11.7475297,46.5010538
"589",11.7477769,46.4999894
"590",11.7473371,46.4999303
"591",11.7470474,46.5000115
"592",11.7468113,46.500078
"593",11.7465324,46.5000854
"594",11.7462642,46.5000632
"595",11.745953,46.5001223
"596",11.7458565,46.5003291
"597",11.7451184,46.5011664
"598",11.8599134,46.5015288
"599",11.8608097,46.5022492
"600",11.8619255,46.5029581
"601",11.8634382,46.5033569
"602",11.8646505,46.5033821
"603",11.7737069,46.5564069
"604",11.7733883,46.5564681
"605",11.7678452,46.5569997
"606",11.7679857,46.5573177
"607",11.7733883,46.5564681
"608",11.772629,46.5563088
"609",11.768316,46.5567367
"610",11.7678452,46.5569997
"611",11.7689407,46.5558797
"612",11.768316,46.5567367
"613",11.7510731,46.5319948
"614",11.7510477,46.5318675
"615",11.7507395,46.5318109
"616",11.7499807,46.5311296
"617",11.7492036,46.5286664
"618",11.8896231,46.5396563
"619",11.8892152,46.5396521
"620",11.8888406,46.5396483
"621",11.887992,46.5399137
"622",11.8865007,46.5406959
"623",11.8847304,46.5415151
"624",11.8831318,46.5420464
"625",11.8815654,46.5427844
"626",11.8797415,46.5435592
"627",11.8789261,46.544002
"628",11.8788403,46.5442528
"629",11.8789421,46.5446006
"630",11.7670506,46.5563006
"631",11.766094,46.5564876
"632",11.7650359,46.5567352
"633",11.7643455,46.5569326
"634",11.7639791,46.5570932
"635",11.7638337,46.5571569
"636",11.7635488,46.557343
"637",11.7631497,46.5574549
"638",11.7626589,46.557587
"639",11.7622292,46.5577116
"640",11.760938,46.5578345
"641",11.7598776,46.5578018
"642",11.7596511,46.557688
"643",11.7595036,46.5575146
"644",11.8730812,46.4958826
"645",11.8730055,46.495952
"646",11.8725409,46.519774
"647",11.8725959,46.5199741
"648",11.8728129,46.5201445
"649",11.8733376,46.5201998
"650",11.8725959,46.5199741
"651",11.8725269,46.5202892
"652",11.8512901,46.5498435
"653",11.851946,46.5498188
"654",11.8530667,46.549938
"655",11.8535143,46.5499321
"656",11.8536488,46.5499448
"657",11.8537453,46.54993
"658",11.8538981,46.549838
"659",11.7621986,46.5516179
"660",11.7623363,46.5517716
"661",11.7623635,46.5517241
"662",11.76245,46.5516492
"663",11.7625938,46.5516188
"664",11.7627385,46.5516134
"665",11.7628702,46.5516617
"666",11.7630062,46.5516983
"667",11.8607061,46.5048911
"668",11.861807,46.5048864
"669",11.7631497,46.5574549
"670",11.7635488,46.5573454
"671",11.7635488,46.5573454
"672",11.7635552,46.5575316
"673",11.7718947,46.5279385
"674",11.7722269,46.5281357
"675",11.7725092,46.5283189
"676",11.772743,46.5284306
"677",11.773027,46.528565
"678",11.7732683,46.5288186
"679",11.7734828,46.5291371
"680",11.7736545,46.5296923
"681",11.773609,46.5300674
"682",11.7734991,46.5305087
"683",11.77331,46.5309487
"684",11.773162,46.5312198
"685",11.7726172,46.5316969
"686",11.7688748,46.5226663
"687",11.7691416,46.5227402
"688",11.7697762,46.5229156
"689",11.77013,46.5230585
"690",11.7705094,46.5233568
"691",11.7709653,46.523818
"692",11.7717677,46.5246802
"693",11.7728886,46.5260672
"694",11.7732675,46.5263483
"695",11.773397,46.5263728
"696",11.7735683,46.5264459
"697",11.7736887,46.5264559
"698",11.7738548,46.5265148
"699",11.7741096,46.5265303
"700",11.7742624,46.5265842
"701",11.7744606,46.5266469
"702",11.7746667,46.5266845
"703",11.7749755,46.526834
"704",11.7751051,46.5270513
"705",11.7754006,46.5273571
"706",11.7754808,46.5276177
"707",11.7754954,46.5277957
"708",11.7755537,46.5280012
"709",11.7756996,46.5282518
"710",11.7757325,46.5287657
"711",11.7756194,46.5294048
"712",11.7754735,46.5299036
"713",11.7753094,46.5302044
"714",11.774992,46.530643
"715",11.774496,46.5310515
"716",11.7740036,46.5313197
"717",11.7726172,46.5316969
"718",11.7726172,46.5316969
"719",11.7722857,46.5318737
"720",11.7718607,46.5321534
"721",11.7717546,46.5322605
"722",11.7625023,46.5520034
"723",11.7623852,46.5518106
"724",11.7623363,46.5517716
"725",11.8073248,46.4788056
"726",11.8073651,46.4789095
"727",11.8076265,46.4795835
"728",11.8074665,46.479891
"729",11.807295,46.4801682
"730",11.8068866,46.4782428
"731",11.8066507,46.4782937
"732",11.8064465,46.4785465
"733",11.8059599,46.4790806
"734",11.8055093,46.4794181
"735",11.8051201,46.4797095
"736",11.8071104,46.4784021
"737",11.8068866,46.4782428
"738",11.8065936,46.4779754
"739",11.8061851,46.4778573
"740",11.8058857,46.4777884
"741",11.8052296,46.4778949
"742",11.8045972,46.4781557
"743",11.8071104,46.4784021
"744",11.8072445,46.4786964
"745",11.8073248,46.4788056
"746",11.8051201,46.4797095
"747",11.8038769,46.4802949
"748",11.8021424,46.4811481
"749",11.8008977,46.4818342
"750",11.8008366,46.4822959
"751",11.8009122,46.4824243
"752",11.8010447,46.4825261
"753",11.8045972,46.4781557
"754",11.8038704,46.4785534
"755",11.8030922,46.4789969
"756",11.8025614,46.4792992
"757",11.8022081,46.4795861
"758",11.8013062,46.4804446
"759",11.8009304,46.4810076
"760",11.8008977,46.4818342
"761",11.8023639,46.4836878
"762",11.8017041,46.4840928
"763",11.801251,46.4843125
"764",11.8001567,46.4843864
"765",11.7998507,46.4845052
"766",11.8005108,46.4855223
"767",11.8006248,46.4855121
"768",11.8006457,46.4854331
"769",11.8005888,46.4853219
"770",11.8044088,46.4824223
"771",11.8043163,46.4824064
"772",11.8023639,46.4836878
"773",11.8146639,46.4877912
"774",11.8148146,46.4876169
"775",11.8160462,46.4874849
"776",11.8167538,46.4876382
"777",11.7502002,46.532005
"778",11.7502607,46.532012
"779",11.7503323,46.5319932
"780",11.7504438,46.5319038
"781",11.7499807,46.5311296
"782",11.8146639,46.4877912
"783",11.8141676,46.4878122
"784",11.8607061,46.5048911
"785",11.8608816,46.5058035
"786",11.879904,46.4813601
"787",11.8804111,46.4813954
"788",11.8792015,46.4818717
"789",11.8796043,46.4815633
"790",11.879904,46.4813601
"791",11.8800054,46.4810744
"792",11.8798529,46.4807032
"793",11.8493472,46.550241
"794",11.850802,46.5502988
"795",11.8522293,46.5502774
"796",11.8530614,46.5500502
"797",11.8533886,46.5500438
"798",11.8537027,46.5500602
"799",11.7630629,46.557296
"800",11.7631497,46.5574549
"801",11.7670506,46.5563006
"802",11.7663312,46.5561867
"803",11.7642881,46.5566861
"804",11.7638337,46.5571569
"805",11.8771862,46.5452371
"806",11.8768548,46.5456539
"807",11.7637491,46.5579436
"808",11.7638804,46.5578053
"809",11.7636877,46.5576968
"810",11.8797568,46.5447131
"811",11.8784662,46.5451842
"812",11.878125,46.5452881
"813",11.8768548,46.5456539
"814",11.8762308,46.5459134
"815",11.8451387,46.5502105
"816",11.8450086,46.5502774
"817",11.8450647,46.5503053
"818",11.8455976,46.5503074
"819",11.8462707,46.5503074
"820",11.8467571,46.5502279
"821",11.7530081,46.5251389
"822",11.7543532,46.525533
"823",11.7550912,46.5257492
"824",11.7567318,46.5261088
"825",11.7574205,46.5262598
"826",11.7588569,46.5263067
"827",11.7589526,46.5263221
"828",11.7591384,46.5264109
"829",11.7592776,46.5264397
"830",11.7482706,46.5288541
"831",11.7485997,46.5289741
"832",11.7486776,46.529004
"833",11.7487305,46.5289782
"834",11.7486971,46.5288908
"835",11.7487848,46.5288607
"836",11.7488389,46.5289191
"837",11.7658848,46.5479628
"838",11.765644,46.5483749
"839",11.7654593,46.548573
"840",11.7649279,46.5490309
"841",11.764299,46.5493613
"842",11.7639497,46.5494467
"843",11.763577,46.549555
"844",11.7632109,46.5497103
"845",11.7629113,46.5499403
"846",11.762449,46.5502847
"847",11.7620897,46.5506248
"848",11.7618306,46.5509501
"849",11.761787,46.5511702
"850",11.7620704,46.5514173
"851",11.762124,46.5514754
"852",11.7621846,46.5515184
"853",11.7622884,46.5516214
"854",11.762323,46.5516988
"855",11.7623363,46.5517716
"856",11.8723837,46.4971192
"857",11.8718674,46.4971483
"858",11.8431941,46.5478155
"859",11.8432151,46.5478949
"860",11.8432297,46.5479504
"861",11.8431494,46.5479852
"862",11.871189,46.5482149
"863",11.8720232,46.547656
"864",11.8727385,46.5472168
"865",11.8434895,46.5481509
"866",11.8434583,46.5480121
"867",11.8434623,46.5479448
"868",11.8436834,46.5479041
"869",11.7716104,46.5334857
"870",11.7718777,46.5335333
"871",11.7720163,46.5335928
"872",11.7720682,46.5336603
"873",11.7718287,46.5336846
"874",11.8730812,46.4958826
"875",11.8731562,46.4958835
"876",11.8733201,46.4958593
"877",11.8735427,46.495827
"878",11.8738575,46.4957409
"879",11.8739642,46.4956961
"880",11.8736735,46.4949718
"881",11.8737717,46.4950236
"882",11.873854,46.4950517
"883",11.8740702,46.4951653
"884",11.7671108,46.5572067
"885",11.7667699,46.5576936
"886",11.7666306,46.5577547
"887",11.7658672,46.5583061
"888",11.765716,46.5583655
"889",11.7653295,46.5585925
"890",11.764218,46.5592453
"891",11.874124,46.5463431
"892",11.8738294,46.5464081
"893",11.8738294,46.5464081
"894",11.8734846,46.5465607
"895",11.8730055,46.495952
"896",11.8729499,46.4960633
"897",11.8729499,46.4960633
"898",11.8729899,46.4960988
"899",11.8731449,46.4961605
"900",11.8733022,46.4962418
"901",11.8734431,46.4963174
"902",11.8734752,46.4963876
"903",11.8735016,46.496466
"904",11.8741233,46.4952636
"905",11.8739374,46.4952969
"906",11.873887,46.4952302
"907",11.8740702,46.4951653
"908",11.8741233,46.4952636
"909",11.8734179,46.4952998
"910",11.873473,46.4954145
"911",11.8734822,46.4955258
"912",11.87345,46.495644
"913",11.8733588,46.4957216
"914",11.8732775,46.4957689
"915",11.8731483,46.4958222
"916",11.8730812,46.4958826
"917",11.8456137,46.4875105
"918",11.8459182,46.4876638
"919",11.8464122,46.4880058
"920",11.8467498,46.4881381
"921",11.8473179,46.4882739
"922",11.8482579,46.488366
"923",11.8488323,46.4884856
"924",11.8505761,46.4893382
"925",11.8517556,46.4896248
"926",11.85402,46.4904646
"927",11.8557544,46.4911619
"928",11.8574952,46.4917393
"929",11.8592036,46.4917485
"930",11.8596179,46.4918086
"931",11.8603812,46.4919477
"932",11.8606383,46.492011
"933",11.8607516,46.4922321
"934",11.8608465,46.4928214
"935",11.8609599,46.4929541
"936",11.8611547,46.4930233
"937",11.862233,46.4931392
"938",11.8628461,46.4930704
"939",11.8633549,46.4930372
"940",11.8648153,46.4932044
"941",11.8665367,46.4935003
"942",11.8676375,46.4936598
"943",11.8706546,46.4946183
"944",11.8718913,46.4948662
